Serial No,Date,User Name,Bank Name,Account Number,Statement Period,Ending Balance,Daily Balance
245,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,0
246,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,0
247,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,831847
248,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,831847
249,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,831847
250,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,827682
251,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,827682
252,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,827682
253,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,827682
254,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,827682
255,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,827682
256,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,806997
257,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,806997
258,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,350225
259,2024-01-23,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,357682
260,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,78110
261,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,85110
262,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,85110
263,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,0
264,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.88,0
265,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,296294
266,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,296294
267,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,296294
268,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,377316
269,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,377316
270,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,377316
271,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,377316
272,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,377316
273,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,296561
274,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,296561
275,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,296561
276,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,296561
277,2024-01-26,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,820225
278,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,320225
279,2024-01-23,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,321868
280,2024-01-20,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,247296
281,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,280110
282,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,85110
283,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,85110
284,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,85110
285,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,0
286,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,270216
287,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,270216
288,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,273190
289,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,273190
290,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,273190
291,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,273190
292,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,273190
293,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,296569
294,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,296569
295,2024-01-26,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,320225
296,2024-01-26,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,320225
297,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,320225
298,2024-01-23,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,327682
299,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,280110
300,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,280110
301,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,85110
302,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,85110
303,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,85110
304,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269618.88,0
305,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,270216
306,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,270216
307,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,254548
308,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,254548
309,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,254548
310,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,254548
311,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,254548
312,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,254548
313,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,254548
314,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,289112
315,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,289112
316,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,289112
317,2024-01-23,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,327682
318,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,280110
319,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,280110
320,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,85110
321,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,85110
322,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,85110
323,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.08,0
324,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
325,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
326,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
327,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
328,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
329,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
330,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
331,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
332,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
333,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
334,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
335,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
336,2024-01-26,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
337,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
338,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
339,2024-01-23,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
340,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
341,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
342,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
343,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
344,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
345,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
346,2024-01-31,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,270804
347,2024-01-31,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,270804
348,2024-01-31,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,270804
349,2024-01-29,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,266618
350,2024-01-29,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,266618
351,2024-01-29,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,266618
352,2024-01-29,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,266618
353,2024-01-29,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,266618
354,2024-01-29,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,266618
355,2024-01-29,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,266618
356,2024-01-29,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,266618
357,2024-01-26,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,320225
358,2024-01-26,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,320225
359,2024-01-25,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,320225
360,2024-01-23,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,327682
361,2024-01-18,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,260110
362,2024-01-17,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,85110
363,2024-01-17,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,85110
364,2024-01-17,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,85110
365,2024-01-16,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,0
366,2024-01-16,William,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,260618.88,0
367,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
368,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
369,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
370,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
371,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
372,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
373,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
374,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
375,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
376,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
377,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
378,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
379,2024-01-26,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
380,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
381,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
382,2024-01-23,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
383,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
384,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
385,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
386,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
387,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
388,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
389,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,311181
390,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,311181
391,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,311181
392,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,306997
393,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,306997
394,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,306997
395,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,306997
396,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,306997
397,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,306997
398,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,306997
399,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,806997
400,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,806997
401,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,320225
402,2024-01-23,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,321868
403,2024-01-20,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,247296
404,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,260110
405,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,260110
406,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,85110
407,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,85110
408,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,85110
409,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200018.68,0
410,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,311181
411,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,311181
412,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,311181
413,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,306997
414,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,306997
415,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,306997
416,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,306997
417,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,306997
418,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,306997
419,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,306997
420,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,306997
421,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,813611
422,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,320225
423,2024-01-23,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,327682
424,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,280110
425,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,280110
426,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,85110
427,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,85110
428,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,85110
429,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,269018.68,0
430,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
431,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
432,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
433,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
434,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
435,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
436,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
437,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
438,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
439,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
440,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
441,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
442,2024-01-26,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
443,2024-01-26,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
444,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
445,2024-01-23,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
446,2024-01-23,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
447,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
448,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
449,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
450,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
451,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
452,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
453,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,209018.88,0
454,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
455,2024-01-31,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
456,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
457,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
458,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
459,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
460,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
461,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
462,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
463,2024-01-29,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
464,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
465,2024-01-28,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
466,2024-01-26,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
467,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
468,2024-01-25,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
469,2024-01-23,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
470,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
471,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
472,2024-01-18,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
473,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
474,2024-01-17,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
475,2024-01-16,William Jhonson,JPMorgan Chase Bank,778901000056341009,2023-12-30_2024-01-31,200618.68,0
476,2024-01-31,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,270804
477,2024-01-31,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,270804
478,2024-01-31,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,270804
479,2024-01-29,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,346204
480,2024-01-29,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,346204
481,2024-01-29,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,346204
482,2024-01-29,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,346204
483,2024-01-29,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,346204
484,2024-01-28,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,372746
485,2024-01-28,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,372746
486,2024-01-28,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,372746
487,2024-01-25,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,520225
488,2024-01-17,Anurag,JPMorgan Chase Bank,98765432100001,2023-12-30_2024-01-31,260618.88,0
